Time,Flow
1556909747,2.0
1556909808,2.0
1556910109,0.0
1556910410,0.0
1556910711,0.0
1556910854,2.0
1556910866,166.0
1556910870,69.0
1556910871,195.0
1556910880,11.0
1556910885,20.0
1556910887,24.0
1556910891,200.0
1556910892,18.0
1556910902,45.0
1556910903,119.0
1556910904,94.0
1556910905,6.0
1556910906,141.0
1556910911,83.0
1556910925,2.0
1556910926,49.0
1556910927,63.0
1556910928,63.0
1556910929,63.0
1556910930,63.0
1556910932,60.0
1556910933,54.0
1556910934,4.0
1556911007,33.0
1556911008,58.0
1556911009,60.0
1556911010,60.0
1556911011,60.0
1556911012,60.0
1556911013,58.0
1556911014,58.0
1556911015,58.0
1556911016,58.0
1556911017,58.0
1556911018,60.0
1556911019,60.0
1556911020,58.0
1556911022,58.0
1556911023,58.0
1556911024,58.0
1556911025,58.0
1556911026,58.0
1556911027,58.0
1556911028,58.0
1556911029,42.0
1556911031,2.0
1556911038,2.0
1556911108,9.0
1556911109,22.0
1556911110,38.0
1556911111,42.0
1556911112,45.0
1556911113,6.0
1556911119,2.0
1556911421,0.0
1556911722,0.0
1556912023,0.0
1556912128,22.0
1556912129,33.0
1556912130,45.0
1556912131,47.0
1556912132,49.0
1556912133,47.0
1556912134,47.0
1556912135,47.0
1556912136,49.0
1556912137,49.0
1556912138,47.0
1556912139,49.0
1556912140,47.0
1556912141,47.0
1556912142,49.0
1556912144,33.0
1556912145,6.0
1556912213,2.0
1556912514,0.0
1556912815,0.0
1556913059,9.0
1556913060,31.0
1556913061,42.0
1556913062,42.0
1556913063,45.0
1556913064,45.0
1556913065,45.0
1556913066,45.0
1556913067,45.0
1556913068,47.0
1556913069,45.0
1556913070,45.0
1556913072,42.0
1556913073,11.0
1556913083,2.0
1556913084,4.0
1556913085,31.0
1556913086,45.0
1556913087,42.0
1556913088,45.0
1556913089,42.0
1556913090,4.0
1556913092,2.0
1556913093,2.0
1556913394,0.0
1556913695,0.0
1556913996,0.0
1556914297,0.0
1556914598,0.0
1556914899,0.0
1556915201,0.0
1556915502,0.0
1556915803,0.0
1556916104,0.0
1556916405,0.0
1556916705,0.0
1556917006,0.0
1556917306,0.0
1556917607,0.0
1556917908,0.0
1556918209,0.0
1556918510,0.0
1556918810,0.0
1556919110,0.0
1556919411,0.0
1556919712,0.0
1556920013,0.0
1556920314,0.0
1556920615,0.0
1556920916,0.0
1556921218,0.0
1556921518,0.0
1556921818,0.0
1556922118,0.0
1556922419,0.0
1556922720,0.0
1556923021,0.0
1556923322,0.0
1556923623,0.0
1556923924,0.0
1556924225,0.0
1556924526,0.0
1556924827,0.0
1556925128,0.0
1556925429,0.0
1556925730,0.0
1556926031,0.0
1556926332,0.0
1556926634,0.0
1556926935,0.0
1556927236,0.0
1556927537,0.0
1556927838,0.0
1556928139,0.0
1556928440,0.0
1556928741,0.0
1556929042,0.0
1556929343,0.0
1556929644,0.0
1556929945,0.0
1556930246,0.0
1556930547,0.0
1556930848,0.0
1556931149,0.0
1556931450,0.0
1556931751,0.0
1556932052,0.0
1556932354,0.0
1556932655,0.0
1556932956,0.0
1556933257,0.0
1556933558,0.0
1556933859,0.0
1556934160,0.0
1556934461,0.0
1556934762,0.0
1556935063,0.0
1556935364,0.0
1556935665,0.0
1556935966,0.0
1556936267,0.0
1556936568,0.0
1556936869,0.0
1556937170,0.0
1556937471,0.0
1556937772,0.0
1556938074,0.0
1556938375,0.0
1556938676,0.0
1556938977,0.0
1556939278,0.0
1556939579,0.0
1556939880,0.0
1556940181,0.0
1556940482,0.0
1556940783,0.0
1556941084,0.0
1556941385,0.0
1556941686,0.0
1556941987,0.0
1556942288,0.0
1556942589,0.0
1556942890,0.0
1556943191,0.0
1556943492,0.0
1556943793,0.0
1556944095,0.0
1556944396,0.0
1556944697,0.0
1556944998,0.0
1556945299,0.0
1556945600,0.0
1556945901,0.0
1556946202,0.0
1556946503,0.0
1556946804,0.0
1556947105,0.0
1556947406,0.0
1556947707,0.0
1556948008,0.0
1556948309,0.0
1556948610,0.0
1556948759,15.0
1556948760,18.0
1556948761,27.0
1556948762,29.0
1556948764,33.0
1556948765,29.0
1556948766,2.0
1556949067,0.0
1556949368,0.0
1556949669,0.0
1556949970,0.0
1556950271,0.0
1556950572,0.0
1556950873,0.0
1556951174,0.0
1556951475,0.0
1556951776,0.0
1556952077,0.0
1556952378,0.0
1556952679,0.0
1556952980,0.0
1556953281,0.0
1556953582,0.0
1556953883,0.0
1556954185,0.0
1556954486,0.0
1556954787,0.0
1556955088,0.0
1556955389,0.0
1556955690,0.0
1556955991,0.0
1556956292,0.0
1556956593,0.0
1556956894,0.0
1556957195,0.0
1556957496,0.0
1556957797,0.0
1556958098,0.0
1556958399,0.0
1556958700,0.0
1556959001,0.0
1556959302,0.0
1556959603,0.0
1556959904,0.0
1556960206,0.0
1556960507,0.0
1556960808,0.0
1556961109,0.0
1556961410,0.0
1556961711,0.0
1556962012,0.0
1556962313,0.0
1556962614,0.0
1556962915,0.0
1556963216,0.0
1556963517,0.0
1556963818,0.0
1556964119,0.0
1556964420,0.0
1556964721,0.0
1556965022,0.0
1556965323,0.0
1556965625,0.0
1556965926,0.0
1556966227,0.0
1556966528,0.0
1556966829,0.0
1556967130,0.0
1556967431,0.0
1556967732,0.0
1556968033,0.0
1556968334,0.0
1556968635,0.0
1556968936,0.0
1556969237,0.0
1556969538,0.0
1556969839,0.0
1556970140,0.0
1556970441,0.0
1556970742,0.0
1556971043,0.0
1556971345,0.0
1556971646,0.0
1556971947,0.0
1556972248,0.0
1556972549,0.0
1556972850,0.0
1556973151,0.0
1556973452,0.0
1556973753,0.0
1556974054,0.0
1556974098,33.0
1556974099,72.0
1556974100,72.0
1556974101,76.0
1556974102,74.0
1556974103,76.0
1556974104,76.0
1556974105,76.0
1556974107,76.0
1556974108,74.0
1556974109,76.0
1556974110,74.0
1556974111,74.0
1556974112,38.0
1556974413,0.0
1556974714,0.0
1556975016,0.0
1556975135,9.0
1556975137,6.0
1556975138,9.0
1556975142,2.0
1556975298,22.0
1556975299,63.0
1556975300,76.0
1556975301,78.0
1556975302,81.0
1556975303,78.0
1556975304,78.0
1556975305,78.0
1556975306,78.0
1556975307,76.0
1556975308,81.0
1556975309,78.0
1556975310,78.0
1556975311,81.0
1556975313,78.0
1556975314,78.0
1556975315,78.0
1556975316,78.0
1556975317,76.0
1556975318,78.0
1556975319,78.0
1556975320,78.0
1556975321,78.0
1556975322,81.0
1556975323,78.0
1556975324,78.0
1556975325,78.0
1556975326,78.0
1556975327,76.0
1556975328,76.0
1556975329,78.0
1556975331,76.0
1556975332,78.0
1556975333,76.0
1556975334,76.0
1556975335,76.0
1556975336,76.0
1556975337,76.0
1556975338,78.0
1556975339,78.0
1556975340,76.0
1556975341,78.0
1556975342,78.0
1556975343,76.0
1556975344,76.0
1556975345,76.0
1556975346,76.0
1556975347,76.0
1556975349,76.0
1556975350,76.0
1556975351,76.0
1556975352,76.0
1556975353,76.0
1556975354,78.0
1556975355,72.0
1556975356,6.0
1556975357,2.0
1556975658,0.0
1556975959,0.0
1556976260,0.0
1556976561,0.0
1556976862,0.0
1556977163,0.0
1556977464,0.0
1556977765,0.0
1556978067,0.0
1556978368,0.0
1556978669,0.0
1556978970,0.0
1556979271,0.0
1556979572,0.0
1556979873,0.0
1556980174,0.0
1556980475,0.0
1556980776,0.0
1556981077,0.0
1556981378,0.0
1556981679,0.0
1556981981,0.0
1556982282,0.0
1556982583,0.0
1556982884,0.0
1556983185,0.0
1556983486,0.0
1556983787,0.0
1556984088,0.0
1556984389,0.0
1556984690,0.0
1556984991,0.0
1556985292,0.0
1556985593,0.0
1556985894,0.0
1556986195,0.0
1556986496,0.0
1556986797,0.0
1556987098,0.0
1556987399,0.0
1556987701,0.0
1556988002,0.0
1556988303,0.0
1556988604,0.0
1556988905,0.0
1556989206,0.0
1556989507,0.0
1556989808,0.0
1556990109,0.0
1556990410,0.0
1556990711,0.0
1556991012,0.0
1556991313,0.0
1556991614,0.0
1556991915,0.0
1556992217,0.0
1556992518,0.0
1556992819,0.0
1556993120,0.0
1556993421,0.0
1556993722,0.0
1556994023,0.0
1556994324,0.0
1556994625,0.0
1556994926,0.0
1556995227,0.0
1556995528,0.0
1556995829,0.0
1556996130,0.0
1556996431,0.0
1556996732,0.0
1556997033,0.0
1556997334,0.0
1556997635,0.0
1556997936,0.0
1556998238,0.0
1556998268,11.0
1556998269,22.0
1556998270,24.0
1556998271,29.0
1556998272,33.0
1556998273,36.0
1556998274,31.0
1556998275,31.0
1556998276,4.0
1556998277,2.0
1556998278,2.0
1556998579,0.0
1556998884,0.0
1556999186,36.0
1556999187,72.0
1556999189,72.0
1556999191,72.0
1556999193,6.0
1556999495,0.0
1556999796,0.0
1556999867,47.0
1556999868,51.0
1556999870,51.0
1556999871,51.0
1556999872,51.0
1556999873,51.0
1556999874,54.0
1556999875,51.0
1556999876,51.0
1556999877,51.0
1556999878,54.0
1556999879,51.0
1556999880,51.0
1556999881,51.0
1556999882,54.0
1556999883,51.0
1556999884,51.0
1556999885,49.0
1556999886,51.0
1556999888,51.0
1556999889,49.0
1556999890,9.0
1556999916,47.0
1556999917,56.0
1556999918,56.0
1556999919,54.0
1556999920,58.0
1556999921,56.0
1556999922,6.0
1556999925,2.0
1557000226,0.0
1557000527,0.0
1557000828,0.0
1557001129,0.0
1557001430,0.0
1557001731,0.0
1557002032,0.0
1557002334,0.0
1557002635,0.0
1557002936,0.0
1557003237,0.0
1557003538,0.0
1557003839,0.0
1557004140,0.0
1557004441,0.0
1557004742,0.0
1557005043,0.0
1557005344,0.0
1557005645,0.0
1557005946,0.0
1557006247,0.0
1557006548,0.0
1557006849,0.0
1557007149,0.0
1557007450,0.0
1557007751,0.0
1557008053,0.0
1557008354,0.0
1557008655,0.0
1557008956,0.0
1557009257,0.0
1557009558,0.0
1557009859,0.0
1557010159,0.0
1557010460,0.0
1557010761,0.0
1557011062,0.0
1557011363,0.0
1557011664,0.0
1557011966,0.0
1557012267,0.0
1557012568,0.0
1557012869,0.0
1557013170,0.0
1557013471,0.0
1557013772,0.0
1557014073,0.0
1557014374,0.0
1557014675,0.0
1557014976,0.0
1557015277,0.0
1557015578,0.0
1557015879,0.0
1557016180,0.0
1557016481,0.0
1557016782,0.0
1557017084,0.0
1557017385,0.0
1557017686,0.0
1557017987,0.0
1557018288,0.0
1557018589,0.0
1557018890,0.0
1557019191,0.0
1557019492,0.0
1557019793,0.0
1557020094,0.0
1557020395,0.0
1557020696,0.0
1557020997,0.0
1557021298,0.0
1557021599,0.0
1557021900,0.0
1557022201,0.0
1557022502,0.0
1557022804,0.0
1557023105,0.0
1557023406,0.0
1557023707,0.0
1557024008,0.0
1557024309,0.0
1557024610,0.0
1557024911,0.0
1557025212,0.0
1557025513,0.0
1557025814,0.0
1557026115,0.0
1557026416,0.0
1557026717,0.0
1557027018,0.0
1557027319,0.0
1557027620,0.0
1557027921,0.0
1557028223,0.0
1557028524,0.0
1557028825,0.0
1557029126,0.0
1557029427,0.0
1557029728,0.0
1557030029,0.0
1557030330,0.0
1557030631,0.0
1557030932,0.0
1557031233,0.0
1557031534,0.0
1557031835,0.0
1557032137,0.0
1557032438,0.0
1557032739,0.0
1557033040,0.0
1557033060,6.0
1557033061,24.0
1557033062,27.0
1557033063,31.0
1557033064,33.0
1557033065,22.0
1557033366,0.0
1557033667,0.0
1557033968,0.0
1557034269,0.0
1557034570,0.0
1557034871,0.0
1557035172,0.0
1557035473,0.0
1557035775,0.0
1557036076,0.0
1557036377,0.0
1557036678,0.0
1557036979,0.0
1557037280,0.0
1557037581,0.0
1557037882,0.0
1557038183,0.0
1557038484,0.0
1557038785,0.0
1557039086,0.0
1557039387,0.0
1557039688,0.0
1557039989,0.0
1557040290,0.0
1557040591,0.0
1557040892,0.0
1557041193,0.0
1557041495,0.0
1557041796,0.0
1557042097,0.0
1557042398,0.0
1557042699,0.0
1557043000,0.0
1557043301,0.0
1557043602,0.0
1557043903,0.0
1557044204,0.0
1557044505,0.0
1557044806,0.0
1557045107,0.0
1557045408,0.0
1557045709,0.0
1557046010,0.0
1557046311,0.0
1557046612,0.0
1557046914,0.0
1557047215,0.0
1557047516,0.0
1557047817,0.0
1557048118,0.0
1557048419,0.0
1557048720,0.0
1557049021,0.0
1557049322,0.0
1557049623,0.0
1557049924,0.0
1557050225,0.0
1557050526,0.0
1557050827,0.0
1557051128,0.0
1557051429,0.0
1557051730,0.0
1557052031,0.0
1557052333,0.0
1557052634,0.0
1557052935,0.0
1557053236,0.0
1557053536,0.0
1557053837,0.0
1557054138,0.0
1557054439,0.0
1557054740,0.0
1557055041,0.0
1557055342,0.0
1557055643,0.0
1557055944,0.0
1557056245,0.0
1557056546,0.0
1557056847,0.0
1557057148,0.0
1557057449,0.0
1557057750,0.0
1557058051,0.0
1557058353,0.0
1557058654,0.0
1557058955,0.0
1557059256,0.0
1557059557,0.0
1557059858,0.0
1557060159,0.0
1557060460,0.0
1557060761,0.0
1557061062,0.0
1557061363,0.0
1557061664,0.0
1557061965,0.0
1557062266,0.0
1557062567,0.0
1557062868,0.0
1557063169,0.0
1557063470,0.0
1557063772,0.0
1557064073,0.0
1557064374,0.0
1557064675,0.0
1557064976,0.0
1557065277,0.0
1557065578,0.0
1557065879,0.0
1557066180,0.0
1557066481,0.0
1557066782,0.0
1557067083,0.0
1557067384,0.0
1557067685,0.0
1557067986,0.0
1557068287,0.0
1557068588,0.0
1557068890,0.0
1557069191,0.0
1557069492,0.0
1557069793,0.0
1557070094,0.0
1557070395,0.0
1557070696,0.0
1557070997,0.0
1557071298,0.0
1557071599,0.0
1557071900,0.0
1557072201,0.0
1557072502,0.0
1557072803,0.0
1557073104,0.0
1557073406,0.0
1557073707,0.0
1557074008,0.0
1557074309,0.0
1557074610,0.0
1557074911,0.0
1557075212,0.0
1557075513,0.0
1557075814,0.0
1557076115,0.0
1557076416,0.0
1557076718,0.0
1557077019,0.0
1557077320,0.0
1557077621,0.0
1557077922,0.0
1557078223,0.0
1557078524,0.0
1557078825,0.0
1557079126,0.0
1557079427,0.0
1557079728,0.0
1557080029,0.0
1557080330,0.0
1557080631,0.0
1557080932,0.0
1557081233,0.0
1557081534,0.0
1557081835,0.0
1557082137,0.0
1557082438,0.0
1557082739,0.0
1557083040,0.0
1557083341,0.0
1557083642,0.0
1557083943,0.0
1557084244,0.0
1557084545,0.0
1557084847,0.0
1557085148,0.0
1557085449,0.0
1557085750,0.0
1557086051,0.0
1557086352,0.0
1557086653,0.0
1557086954,0.0
1557087255,0.0
1557087556,0.0
1557087857,0.0
1557088158,0.0
1557088459,0.0
1557088760,0.0
1557089062,0.0
1557089363,0.0
1557089664,0.0
1557089965,0.0
1557090266,0.0
1557090567,0.0
1557090868,0.0
1557091169,0.0
1557091470,0.0
1557091771,0.0
1557092072,0.0
1557092373,0.0
1557092674,0.0
1557092975,0.0
1557093276,0.0
1557093577,0.0
1557093878,0.0
1557094179,0.0
1557094481,0.0
1557094782,0.0
1557095083,0.0
1557095384,0.0
1557095685,0.0
1557095986,0.0
1557096287,0.0
1557096588,0.0
1557096889,0.0
1557097190,0.0
1557097491,0.0
1557097792,0.0
1557098093,0.0
1557098394,0.0
1557098695,0.0
1557098996,0.0
1557099297,0.0
1557099598,0.0
1557099899,0.0
1557100201,0.0
1557100502,0.0
1557100803,0.0
1557101104,0.0
1557101405,0.0
1557101706,0.0
1557102006,0.0
1557102307,0.0
1557102608,0.0
1557102909,0.0
1557103210,0.0
1557103511,0.0
1557103812,0.0
1557104112,0.0
1557104413,0.0
1557104713,0.0
1557105014,0.0
1557105315,0.0
1557105617,0.0
1557105918,0.0
1557106219,0.0
1557106520,0.0
1557106821,0.0
1557107122,0.0
1557107423,0.0
1557107724,0.0
1557108025,0.0
1557108326,0.0
1557108627,0.0
1557108928,0.0
1557109229,0.0
1557109530,0.0
1557109831,0.0
1557110132,0.0
1557110433,0.0
1557110734,0.0
1557111035,0.0
1557111337,0.0
1557111638,0.0
1557111939,0.0
1557112240,0.0
1557112541,0.0
1557112842,0.0
1557113143,0.0
1557113444,0.0
1557113745,0.0
1557114046,0.0
1557114347,0.0
1557114648,0.0
1557114949,0.0
1557115250,0.0
1557115551,0.0
1557115852,0.0
1557116153,0.0
1557116454,0.0
1557116755,0.0
1557117057,0.0
1557117358,0.0
1557117659,0.0
1557117960,0.0
1557118261,0.0
1557118562,0.0
1557118863,0.0
1557119164,0.0
1557119465,0.0
1557119766,0.0
1557120067,0.0
1557120368,0.0
1557120669,0.0
1557120970,0.0
1557121271,0.0
1557121572,0.0
1557121873,0.0
1557122174,0.0
1557122475,0.0
1557122777,0.0
1557123078,0.0
1557123379,0.0
1557123680,0.0
1557123981,0.0
1557124282,0.0
1557124583,0.0
1557124884,0.0
1557125185,0.0
1557125486,0.0
1557125787,0.0
1557126088,0.0
1557126389,0.0
1557126690,0.0
1557126991,0.0
1557127292,0.0
1557127593,0.0
1557127894,0.0
1557128195,0.0
1557128497,0.0
1557128798,0.0
1557129099,0.0
1557129400,0.0
1557129701,0.0
1557130002,0.0
1557130303,0.0
1557130604,0.0
1557130905,0.0
1557131206,0.0
1557131507,0.0
1557131808,0.0
1557132109,0.0
1557132410,0.0
1557132712,0.0
1557133013,0.0
1557133314,0.0
1557133615,0.0
1557133916,0.0
1557134217,0.0
1557134518,0.0
1557134819,0.0
1557135120,0.0
1557135421,0.0
1557135722,0.0
1557136023,0.0
1557136324,0.0
1557136625,0.0
1557136931,0.0
1557137232,0.0
1557137533,0.0
1557137834,0.0
1557138135,0.0
1557138436,0.0
1557138738,0.0
1557139039,0.0
1557139340,0.0
1557139641,0.0
1557139942,0.0
1557140243,0.0
1557140544,0.0
1557140845,0.0
1557141146,0.0
1557141447,0.0
1557141748,0.0
1557142049,0.0
1557142350,0.0
1557142651,0.0
1557142952,0.0
1557143253,0.0
1557143554,0.0
1557143855,0.0
1557144156,0.0
1557144458,0.0
1557144759,0.0
1557145060,0.0
1557145361,0.0
1557145662,0.0
1557145963,0.0
1557146264,0.0
1557146565,0.0
1557146866,0.0
1557147167,0.0
1557147468,0.0
1557147769,0.0
1557148070,0.0
1557148371,0.0
1557148672,0.0
1557148973,0.0
1557149275,0.0
1557149575,0.0
1557149876,0.0
1557150177,0.0
1557150478,0.0
1557150779,0.0
1557151080,0.0
1557151381,0.0
1557151682,0.0
1557151983,0.0
1557152284,0.0
1557152585,0.0
1557152886,0.0
1557153187,0.0
1557153488,0.0
1557153789,0.0
1557154090,0.0
1557154391,0.0
1557154692,0.0
1557154994,0.0
1557155295,0.0
1557155596,0.0
1557155897,0.0
1557156198,0.0
1557156499,0.0
1557156800,0.0
1557157101,0.0
1557157402,0.0
1557157703,0.0
1557158004,0.0
1557158305,0.0
1557158606,0.0
1557158907,0.0
1557159208,0.0
1557159509,0.0
1557159810,0.0
1557160111,0.0
1557160413,0.0
1557160714,0.0
1557161015,0.0
1557161617,0.0
1557161918,0.0
1557162219,0.0
1557162520,0.0
1557162821,0.0
1557163122,0.0
1557163423,0.0
1557163725,0.0
1557164026,0.0
1557164167,13.0
1557164168,27.0
1557164169,42.0
1557164170,87.0
1557164171,92.0
1557164172,92.0
1557164173,92.0
1557164174,92.0
1557164175,92.0
1557164176,90.0
1557164177,92.0
1557164178,90.0
1557164179,90.0
1557164180,90.0
1557164182,92.0
1557164183,90.0
1557164184,90.0
1557164185,45.0
1557164186,2.0
1557164197,2.0
1557164200,33.0
1557164201,60.0
1557164202,65.0
1557164203,65.0
1557164205,67.0
1557164206,65.0
1557164207,65.0
1557164209,65.0
1557164210,67.0
1557164213,65.0
1557164214,63.0
1557164215,63.0
1557164217,63.0
1557164218,63.0
1557164219,63.0
1557164220,63.0
1557164226,63.0
1557164227,63.0
1557164228,60.0
1557164230,63.0
1557164231,63.0
1557164232,60.0
1557164233,63.0
1557164234,63.0
1557164235,63.0
1557164236,63.0
1557164237,60.0
1557164238,60.0
1557164239,63.0
1557164240,60.0
1557164241,63.0
1557164242,60.0
1557164243,60.0
1557164244,60.0
1557164246,63.0
1557164247,63.0
1557164248,63.0
1557164249,63.0
1557164250,63.0
1557164251,60.0
1557164252,63.0
1557164253,31.0
1557164257,2.0
1557164558,0.0
1557164859,0.0
1557165160,0.0
1557165461,0.0
1557165762,0.0
1557166063,0.0
1557166364,0.0
1557166665,0.0
1557166670,27.0
1557166672,67.0
1557166673,74.0
1557166674,67.0
1557166975,0.0
1557167096,11.0
1557167097,54.0
1557167098,31.0
1557167099,2.0
1557167105,2.0
1557167404,18.0
1557167405,49.0
1557167406,4.0
1557167408,2.0
1557167409,2.0
1557167450,2.0
1557167451,2.0
1557167701,65.0
1557167703,49.0
1557167706,2.0
1557167708,56.0
1557167709,4.0
1557167710,2.0
1557167775,2.0
1557167831,15.0
1557167832,49.0
1557167833,36.0
1557167834,2.0
1557167839,4.0
1557168134,2.0
1557168140,15.0
1557168157,2.0
1557168414,49.0
1557168415,40.0
1557168417,45.0
1557168418,2.0
1557168420,2.0
1557168721,0.0
1557168810,2.0
1557168811,58.0
1557168812,13.0
1557168813,2.0
1557168816,2.0
1557168821,2.0
1557168883,38.0
1557168884,15.0
1557168885,2.0
1557168888,2.0
1557168890,4.0
1557168891,13.0
1557168892,13.0
1557168897,2.0
1557168899,6.0
1557168900,13.0
1557168901,15.0
1557168940,15.0
1557168941,38.0
1557168942,65.0
1557168943,65.0
1557168944,67.0
1557168945,67.0
1557168946,63.0
1557168947,65.0
1557168948,103.0
1557168949,112.0
1557168950,110.0
1557168951,108.0
1557168952,110.0
1557168954,105.0
1557168955,108.0
1557168956,108.0
1557168957,108.0
1557168958,105.0
1557168959,105.0
1557168960,108.0
1557168961,108.0
1557168962,105.0
1557168963,105.0
1557168964,105.0
1557168965,105.0
1557168966,85.0
1557168967,18.0
1557168968,4.0
1557168989,63.0
1557168990,72.0
1557168992,72.0
1557168993,69.0
1557168994,9.0
1557168995,2.0
1557168999,2.0
1557169000,2.0
1557169005,2.0
1557169008,2.0
1557169024,29.0
1557169025,56.0
1557169026,60.0
1557169027,6.0
1557169029,4.0
1557169036,2.0
1557169276,6.0
1557169277,22.0
1557169278,40.0
1557169280,45.0
1557169281,47.0
1557169282,45.0
1557169283,47.0
1557169284,47.0
1557169285,47.0
1557169286,47.0
1557169287,47.0
1557169288,47.0
1557169289,47.0
1557169290,47.0
1557169291,49.0
1557169292,47.0
1557169293,47.0
1557169294,47.0
1557169295,47.0
1557169296,47.0
1557169298,47.0
1557169299,47.0
1557169300,45.0
1557169301,45.0
1557169302,47.0
1557169303,47.0
1557169304,47.0
1557169305,45.0
1557169306,45.0
1557169307,47.0
1557169308,45.0
1557169309,47.0
1557169310,47.0
1557169311,47.0
1557169312,47.0
1557169313,47.0
1557169315,49.0
1557169316,49.0
1557169317,49.0
1557169318,49.0
1557169319,49.0
1557169320,49.0
1557169321,49.0
1557169322,47.0
1557169323,47.0
1557169324,49.0
1557169325,49.0
1557169326,49.0
1557169327,45.0
1557169328,42.0
1557169329,4.0
1557169331,6.0
1557169332,24.0
1557169334,33.0
1557169335,36.0
1557169336,33.0
1557169337,33.0
1557169338,33.0
1557169339,36.0
1557169340,36.0
1557169341,33.0
1557169342,36.0
1557169343,33.0
1557169344,33.0
1557169345,36.0
1557169346,36.0
1557169347,36.0
1557169348,36.0
1557169349,36.0
1557169350,20.0
1557169355,27.0
1557169356,22.0
1557169362,2.0
1557169363,2.0
1557169367,2.0
1557169369,6.0
1557169370,29.0
1557169371,33.0
1557169372,38.0
1557169373,36.0
1557169374,38.0
1557169375,38.0
1557169376,36.0
1557169377,38.0
1557169378,36.0
1557169379,38.0
1557169380,38.0
1557169382,36.0
1557169383,38.0
1557169384,40.0
1557169385,36.0
1557169386,38.0
1557169387,40.0
1557169388,38.0
1557169389,40.0
1557169390,38.0
1557169391,38.0
1557169392,38.0
1557169393,38.0
1557169394,38.0
1557169395,36.0
1557169396,38.0
1557169397,36.0
1557169399,38.0
1557169400,38.0
1557169401,38.0
1557169402,40.0
1557169403,38.0
1557169404,38.0
1557169405,38.0
1557169406,38.0
1557169407,38.0
1557169408,40.0
1557169409,38.0
1557169410,38.0
1557169411,38.0
1557169412,38.0
1557169413,38.0
1557169414,40.0
1557169415,38.0
1557169417,40.0
1557169418,38.0
1557169419,40.0
1557169420,38.0
1557169421,38.0
1557169422,29.0
1557169528,45.0
1557169529,94.0
1557169530,36.0
1557169532,2.0
1557169543,6.0
1557169544,18.0
1557169545,18.0
1557169546,18.0
1557169547,18.0
1557169548,20.0
1557169549,18.0
1557169551,18.0
1557169552,18.0
1557169553,18.0
1557169554,18.0
1557169555,15.0
1557169556,15.0
1557169557,18.0
1557169558,18.0
1557169559,18.0
1557169560,18.0
1557169561,18.0
1557169562,18.0
1557169563,18.0
1557169564,18.0
1557169565,20.0
1557169566,20.0
1557169567,18.0
1557169569,18.0
1557169570,18.0
1557169571,18.0
1557169572,20.0
1557169573,20.0
1557169574,20.0
1557169575,20.0
1557169576,20.0
1557169577,20.0
1557169578,18.0
1557169579,20.0
1557169580,20.0
1557169581,20.0
1557169582,20.0
1557169603,18.0
1557169604,18.0
1557169605,18.0
1557169606,18.0
1557169607,18.0
1557169608,18.0
1557169609,18.0
1557169610,18.0
1557169611,18.0
1557169612,18.0
1557169613,18.0
1557169614,18.0
1557169615,18.0
1557169617,13.0
1557169618,42.0
1557169619,58.0
1557169620,60.0
1557169621,58.0
1557169622,60.0
1557169623,60.0
1557169624,60.0
1557169625,60.0
1557169626,60.0
1557169627,60.0
1557169628,60.0
1557169629,63.0
1557169630,63.0
1557169631,65.0
1557169632,63.0
1557169634,60.0
1557169635,45.0
1557169636,45.0
1557169637,47.0
1557169638,47.0
1557169639,49.0
1557169640,47.0
1557169641,47.0
1557169642,47.0
1557169643,47.0
1557169644,47.0
1557169645,47.0
1557169646,47.0
1557169647,47.0
1557169648,47.0
1557169649,47.0
1557169650,47.0
1557169652,47.0
1557169653,47.0
1557169654,45.0
1557169655,24.0
1557169656,2.0
1557169662,2.0
1557169769,2.0
1557170070,0.0
1557170238,18.0
1557170239,49.0
1557170240,67.0
1557170241,49.0
1557170243,2.0
1557170248,2.0
1557170252,2.0
1557170553,0.0
1557170854,0.0
1557171156,0.0
1557171457,0.0
1557171597,11.0
1557171606,2.0
1557171736,60.0
1557171737,6.0
1557172038,0.0
1557172158,36.0
1557172159,49.0
1557172160,51.0
1557172161,49.0
1557172162,49.0
1557172163,49.0
1557172164,49.0
1557172165,47.0
1557172166,47.0
1557172167,45.0
1557172168,45.0
1557172170,47.0
1557172171,45.0
1557172172,47.0
1557172173,47.0
1557172174,47.0
1557172175,45.0
1557172176,45.0
1557172177,47.0
1557172178,45.0
1557172179,47.0
1557172180,47.0
1557172181,47.0
1557172182,49.0
1557172183,47.0
1557172184,47.0
1557172186,47.0
1557172187,47.0
1557172188,47.0
1557172189,49.0
1557172190,47.0
1557172191,49.0
1557172192,47.0
1557172193,47.0
1557172194,47.0
1557172195,47.0
1557172196,42.0
1557172197,42.0
1557172198,45.0
1557172199,42.0
1557172200,45.0
1557172201,42.0
1557172202,42.0
1557172204,42.0
1557172205,42.0
1557172206,40.0
1557172207,42.0
1557172208,45.0
1557172209,47.0
1557172210,47.0
1557172211,47.0
1557172212,47.0
1557172213,47.0
1557172214,47.0
1557172215,47.0
1557172216,47.0
1557172217,27.0
1557172218,2.0
1557172245,6.0
1557172247,51.0
1557172248,54.0
1557172249,56.0
1557172250,54.0
1557172251,54.0
1557172252,54.0
1557172253,54.0
1557172254,54.0
1557172255,56.0
1557172256,56.0
1557172257,56.0
1557172258,54.0
1557172259,54.0
1557172260,56.0
1557172261,56.0
1557172262,54.0
1557172263,56.0
